[11, 0, 11, 23, 1]
0:00:44.175271
avg    	gen	max    	min    	std    
92.0282	0  	112.51 	60.8016	16.4424
83.3539	1  	108.548	60.8016	16.18  
79.1418	2  	99.0011	60.8016	13.2421
92.659 	3  	142.116	60.8016	22.7112
80.6819	4  	106.498	60.8016	14.5438
81.2767	5  	117.794	60.8016	16.8395
80.7915	6  	98.6564	60.8016	14.2996
86.4508	7  	111.453	57.5068	17.9451
83.5965	8  	106.159	57.5068	14.3421
84.5328	9  	112.081	57.5068	16.7519
