pasta_run,configuracao,execucao,config_num,param_CROSSOVER,param_DELTA_MIN,param_IND_SIZE,param_MUTACAO,param_NUM_GENERATIONS,param_NUM_VAR_DIFERENTES,param_POP_SIZE,param_PORCENTAGEM,param_RCE_REPOPULATION_GENERATIONS,best_var_1,best_var_2,best_var_3,best_var_4,best_var_5,best_fitness,best_gen_idx
run_2025-08-22_21-09-24,config_2,2,2,0.8,2,5,0.9,100,1,10,0.2,50,27,10,27,27,29,37.35402933294379,99
run_2025-08-22_21-09-24,config_2,3,2,0.8,2,5,0.9,100,1,10,0.2,50,16,9,16,16,16,37.38888331705508,99
run_2025-08-22_21-09-24,config_2,4,2,0.8,2,5,0.9,100,1,10,0.2,50,7,21,7,7,7,37.35402933294375,99
run_2025-08-22_21-09-24,config_2,5,2,0.8,2,5,0.9,100,1,10,0.2,50,2,21,2,2,22,38.5189038855434,99
run_2025-08-22_21-09-24,config_3,1,3,0.7,2,5,0.9,100,1,10,0.2,50,19,6,19,19,19,37.38888331705508,99
run_2025-08-22_21-09-24,config_3,2,3,0.7,2,5,0.9,100,1,10,0.2,50,30,16,30,30,16,38.51890388554344,99
run_2025-08-22_21-09-24,config_3,3,3,0.7,2,5,0.9,100,1,10,0.2,50,24,19,24,20,20,50.70603867431607,99
run_2025-08-22_21-09-24,config_3,4,3,0.7,2,5,0.9,100,1,10,0.2,50,29,13,29,29,29,37.35402933294375,99
run_2025-08-22_21-09-24,config_3,5,3,0.7,2,5,0.9,100,1,10,0.2,50,28,28,12,12,30,50.86900424344032,99
run_2025-08-22_21-09-24,config_4,1,4,0.6,2,5,0.9,100,1,10,0.2,50,14,20,14,14,14,37.35402933294375,99
run_2025-08-22_21-09-24,config_4,2,4,0.6,2,5,0.9,100,1,10,0.2,50,17,23,17,17,17,37.35402933294375,99
run_2025-08-22_21-09-24,config_4,3,4,0.6,2,5,0.9,100,1,10,0.2,50,24,1,24,24,24,37.35402933294379,99
run_2025-08-22_21-09-24,config_4,4,4,0.6,2,5,0.9,100,1,10,0.2,50,20,21,13,13,22,50.86900424344029,99
run_2025-08-22_21-09-24,config_4,5,4,0.6,2,5,0.9,100,1,10,0.2,50,25,18,25,25,27,37.35402933294379,99
run_2025-08-22_22-50-09,config_1,1,1,0.9,2,5,0.9,100,1,10,0.2,50,9,3,9,9,9,37.45559271642123,99
run_2025-08-22_22-50-09,config_1,2,1,0.9,2,5,0.9,100,1,10,0.2,50,27,17,27,27,29,37.35402933294379,99
run_2025-08-22_22-50-09,config_1,3,1,0.9,2,5,0.9,100,1,10,0.2,50,15,21,15,15,15,37.35402933294375,99
run_2025-08-22_22-50-09,config_1,4,1,0.9,2,5,0.9,100,1,10,0.2,50,22,17,17,17,24,50.19952857273989,99
run_2025-08-22_22-50-09,config_1,5,1,0.9,2,5,0.9,100,1,10,0.2,50,30,16,30,30,30,37.35402933294375,99
run_2025-08-22_22-50-09,config_2,1,2,0.8,2,5,0.9,100,1,10,0.2,50,8,15,8,8,8,37.35402933294375,99
run_2025-08-22_22-50-09,config_2,2,2,0.8,2,5,0.9,100,1,10,0.2,50,14,15,7,7,14,50.9694085497779,99
run_2025-08-22_22-50-09,config_2,3,2,0.8,2,5,0.9,100,1,10,0.2,50,21,7,21,21,23,37.35402933294375,99
run_2025-08-22_22-50-09,config_2,4,2,0.8,2,5,0.9,100,1,10,0.2,50,28,17,28,28,28,37.35402933294375,99
run_2025-08-22_22-50-09,config_2,5,2,0.8,2,5,0.9,100,1,10,0.2,50,10,19,10,10,10,37.35402933294375,99
run_2025-08-22_22-50-09,config_3,1,3,0.7,2,5,0.9,100,1,10,0.2,50,23,10,23,23,25,37.35402933294375,99
run_2025-08-22_22-50-09,config_3,2,3,0.7,2,5,0.9,100,1,10,0.2,50,5,5,30,30,6,51.16019157575869,99
run_2025-08-22_22-50-09,config_3,3,3,0.7,2,5,0.9,100,1,10,0.2,50,3,19,3,3,3,37.35402933294375,99
run_2025-08-22_22-50-09,config_3,4,3,0.7,2,5,0.9,100,1,10,0.2,50,14,23,14,14,14,37.35402933294375,99
run_2025-08-22_22-50-09,config_3,5,3,0.7,2,5,0.9,100,1,10,0.2,50,23,11,23,23,25,37.35402933294375,99
run_2025-08-22_22-50-09,config_4,1,4,0.6,2,5,0.9,100,1,10,0.2,50,22,4,22,22,24,37.35402933294375,99
run_2025-08-22_22-50-09,config_4,2,4,0.6,2,5,0.9,100,1,10,0.2,50,29,6,29,29,29,37.35402933294375,99
run_2025-08-22_22-50-09,config_4,3,4,0.6,2,5,0.9,100,1,10,0.2,50,23,13,23,23,23,37.35402933294379,99
run_2025-08-22_22-50-09,config_4,4,4,0.6,2,5,0.9,100,1,10,0.2,50,8,16,8,8,10,37.35402933294375,99
run_2025-08-22_22-50-09,config_4,5,4,0.6,2,5,0.9,100,1,10,0.2,50,24,18,24,24,26,37.35402933294379,99
run_2025-08-23_00-32-17,config_1,1,1,0.9,2,5,0.9,100,1,10,0.2,50,13,21,13,13,13,37.35402933294375,99
run_2025-08-23_00-32-17,config_1,2,1,0.9,2,5,0.9,100,1,10,0.2,50,16,23,16,16,16,37.35402933294375,99
run_2025-08-23_00-32-17,config_1,3,1,0.9,2,5,0.9,100,1,10,0.2,50,30,0,30,30,30,37.35402933294375,99
run_2025-08-23_00-32-17,config_1,4,1,0.9,2,5,0.9,100,1,10,0.2,50,15,15,20,20,15,50.16867673072571,99
run_2025-08-23_00-32-17,config_1,5,1,0.9,2,5,0.9,100,1,10,0.2,50,8,19,8,8,10,37.35402933294375,99
run_2025-08-23_00-32-17,config_2,1,2,0.8,2,5,0.9,100,1,10,0.2,50,25,14,25,25,25,37.35402933294379,99
run_2025-08-23_00-32-17,config_2,2,2,0.8,2,5,0.9,100,1,10,0.2,50,8,16,8,8,10,37.35402933294375,99
run_2025-08-23_00-32-17,config_2,3,2,0.8,2,5,0.9,100,1,10,0.2,50,20,20,4,4,22,50.86900424344025,99
run_2025-08-23_00-32-17,config_2,4,2,0.8,2,5,0.9,100,1,10,0.2,50,25,12,25,25,27,37.35402933294379,99
run_2025-08-23_00-32-17,config_2,5,2,0.8,2,5,0.9,100,1,10,0.2,50,15,23,15,15,17,37.35402933294375,99
run_2025-08-23_00-32-17,config_3,1,3,0.7,2,5,0.9,100,1,10,0.2,50,15,16,9,9,15,50.9694085497779,99
run_2025-08-23_00-32-17,config_3,2,3,0.7,2,5,0.9,100,1,10,0.2,50,18,5,18,18,6,38.63626557759999,99
run_2025-08-23_00-32-17,config_3,3,3,0.7,2,5,0.9,100,1,10,0.2,50,1,21,1,1,1,37.35402933294375,99
run_2025-08-23_00-32-17,config_3,4,3,0.7,2,5,0.9,100,1,10,0.2,50,6,22,6,6,8,37.35402933294379,99
run_2025-08-23_00-32-17,config_3,5,3,0.7,2,5,0.9,100,1,10,0.2,50,20,3,20,20,22,37.35402933294375,99
run_2025-08-23_00-32-17,config_4,1,4,0.6,2,5,0.9,100,1,10,0.2,50,25,9,25,25,27,37.35402933294379,99
run_2025-08-23_00-32-17,config_4,2,4,0.6,2,5,0.9,100,1,10,0.2,50,5,19,5,5,5,37.35402933294375,99
run_2025-08-23_00-32-17,config_4,3,4,0.6,2,5,0.9,100,1,10,0.2,50,21,3,21,21,23,37.35402933294375,99
run_2025-08-23_00-32-17,config_4,4,4,0.6,2,5,0.9,100,1,10,0.2,50,28,13,28,28,28,37.35402933294375,99
run_2025-08-23_00-32-17,config_4,5,4,0.6,2,5,0.9,100,1,10,0.2,50,28,2,28,28,3,38.62046726902093,99
run_2025-08-23_02-14-14,config_1,1,1,0.9,2,5,0.9,100,1,10,0.2,50,17,0,17,17,17,37.38888331705508,99
run_2025-08-23_02-14-14,config_1,2,1,0.9,2,5,0.9,100,1,10,0.2,50,16,23,16,16,18,37.35402933294375,99
run_2025-08-23_02-14-14,config_1,3,1,0.9,2,5,0.9,100,1,10,0.2,50,21,5,21,21,23,37.35402933294375,99
run_2025-08-23_02-14-14,config_1,4,1,0.9,2,5,0.9,100,1,10,0.2,50,5,17,5,5,5,37.35402933294375,99
run_2025-08-23_02-14-14,config_1,5,1,0.9,2,5,0.9,100,1,10,0.2,50,10,16,10,10,12,37.35402933294375,99
run_2025-08-23_02-14-14,config_2,1,2,0.8,2,5,0.9,100,1,10,0.2,50,25,10,25,25,25,37.35402933294379,99
run_2025-08-23_02-14-14,config_2,2,2,0.8,2,5,0.9,100,1,10,0.2,50,20,9,20,20,22,37.35402933294375,99
run_2025-08-23_02-14-14,config_2,3,2,0.8,2,5,0.9,100,1,10,0.2,50,15,22,15,15,15,37.35402933294375,99
run_2025-08-23_02-14-14,config_2,4,2,0.8,2,5,0.9,100,1,10,0.2,50,16,22,21,21,23,50.19952857273995,99
run_2025-08-23_02-14-14,config_2,5,2,0.8,2,5,0.9,100,1,10,0.2,50,23,11,23,23,25,37.35402933294375,99
run_2025-08-23_02-14-14,config_3,1,3,0.7,2,5,0.9,100,1,10,0.2,50,27,1,27,27,29,37.35402933294379,99
run_2025-08-23_02-14-14,config_3,2,3,0.7,2,5,0.9,100,1,10,0.2,50,12,18,14,14,14,50.85323039296907,99
run_2025-08-23_02-14-14,config_3,3,3,0.7,2,5,0.9,100,1,10,0.2,50,31,9,31,31,31,37.35402933294375,99
run_2025-08-23_02-14-14,config_3,4,3,0.7,2,5,0.9,100,1,10,0.2,50,13,14,21,21,13,50.86900424344025,99
run_2025-08-23_02-14-14,config_3,5,3,0.7,2,5,0.9,100,1,10,0.2,50,15,21,17,17,17,50.85323039296907,99
run_2025-08-23_02-14-14,config_4,1,4,0.6,2,5,0.9,100,1,10,0.2,50,5,5,15,15,7,50.86900424344032,99
run_2025-08-23_02-14-14,config_4,2,4,0.6,2,5,0.9,100,1,10,0.2,50,22,10,22,22,22,37.35402933294379,99
run_2025-08-23_02-14-14,config_4,3,4,0.6,2,5,0.9,100,1,10,0.2,50,23,8,23,23,25,37.35402933294375,99
run_2025-08-23_02-14-14,config_4,4,4,0.6,2,5,0.9,100,1,10,0.2,50,12,21,12,12,14,37.35402933294375,99
run_2025-08-23_02-14-14,config_4,5,4,0.6,2,5,0.9,100,1,10,0.2,50,2,2,10,10,4,50.86900424344032,99
run_2025-08-23_03-56-08,config_1,1,1,0.9,2,5,0.9,100,1,10,0.2,50,20,1,20,20,22,37.35402933294375,99
run_2025-08-23_03-56-08,config_1,2,1,0.9,2,5,0.9,100,1,10,0.2,50,20,15,20,20,22,37.35402933294375,99
run_2025-08-23_03-56-08,config_1,3,1,0.9,2,5,0.9,100,1,10,0.2,50,22,17,22,22,24,37.35402933294375,99
run_2025-08-23_03-56-08,config_1,4,1,0.9,2,5,0.9,100,1,10,0.2,50,27,18,27,27,29,37.35402933294379,99
run_2025-08-23_03-56-08,config_1,5,1,0.9,2,5,0.9,100,1,10,0.2,50,4,17,4,4,4,37.35402933294375,99
run_2025-08-23_03-56-08,config_2,1,2,0.8,2,5,0.9,100,1,10,0.2,50,8,14,8,8,14,38.5347021941225,99
run_2025-08-23_03-56-08,config_2,2,2,0.8,2,5,0.9,100,1,10,0.2,50,6,12,11,11,6,50.19952857273991,99
run_2025-08-23_03-56-08,config_2,3,2,0.8,2,5,0.9,100,1,10,0.2,50,11,17,11,11,11,37.35402933294375,99
run_2025-08-23_03-56-08,config_2,4,2,0.8,2,5,0.9,100,1,10,0.2,50,0,16,0,0,2,37.35402933294379,99
run_2025-08-23_03-56-08,config_2,5,2,0.8,2,5,0.9,100,1,10,0.2,50,29,4,29,29,29,37.35402933294375,99
run_2025-08-23_03-56-08,config_3,1,3,0.7,2,5,0.9,100,1,10,0.2,50,24,7,24,24,7,38.53470219412254,99
run_2025-08-23_03-56-08,config_3,2,3,0.7,2,5,0.9,100,1,10,0.2,50,6,17,6,6,6,37.35402933294375,99
run_2025-08-23_03-56-08,config_3,3,3,0.7,2,5,0.9,100,1,10,0.2,50,5,20,5,5,11,50.21944627396041,99
run_2025-08-23_03-56-08,config_3,4,3,0.7,2,5,0.9,100,1,10,0.2,50,28,28,10,10,30,50.86900424344032,99
run_2025-08-23_03-56-08,config_3,5,3,0.7,2,5,0.9,100,1,10,0.2,50,22,7,22,22,7,38.5347021941225,99
run_2025-08-23_03-56-08,config_4,1,4,0.6,2,5,0.9,100,1,10,0.2,50,11,22,11,11,13,37.35402933294375,99
run_2025-08-23_03-56-08,config_4,2,4,0.6,2,5,0.9,100,1,10,0.2,50,24,14,24,24,26,37.35402933294379,99
run_2025-08-23_03-56-08,config_4,3,4,0.6,2,5,0.9,100,1,10,0.2,50,16,2,16,16,16,37.38888331705508,99
run_2025-08-23_03-56-08,config_4,4,4,0.6,2,5,0.9,100,1,10,0.2,50,27,3,27,27,29,37.35402933294379,99
run_2025-08-23_03-56-08,config_4,5,4,0.6,2,5,0.9,100,1,10,0.2,50,20,10,20,20,22,37.35402933294375,99
run_2025-08-23_05-38-44,config_1,1,1,0.9,2,5,0.9,100,1,10,0.2,50,26,18,26,26,26,37.35402933294379,99
run_2025-08-23_05-38-44,config_1,2,1,0.9,2,5,0.9,100,1,10,0.2,50,0,17,0,0,2,37.35402933294379,99
run_2025-08-23_05-38-44,config_1,3,1,0.9,2,5,0.9,100,1,10,0.2,50,27,14,27,27,29,37.35402933294379,99
run_2025-08-23_05-38-44,config_1,4,1,0.9,2,5,0.9,100,1,10,0.2,50,23,1,23,23,25,37.35402933294375,99
run_2025-08-23_05-38-44,config_1,5,1,0.9,2,5,0.9,100,1,10,0.2,50,16,22,16,16,16,37.35402933294375,99
run_2025-08-23_05-38-44,config_2,1,2,0.8,2,5,0.9,100,1,10,0.2,50,8,17,8,8,8,37.35402933294375,99
run_2025-08-23_05-38-44,config_2,2,2,0.8,2,5,0.9,100,1,10,0.2,50,19,6,19,19,19,37.38888331705508,99
run_2025-08-23_05-38-44,config_2,3,2,0.8,2,5,0.9,100,1,10,0.2,50,5,16,5,5,7,37.35402933294379,99
run_2025-08-23_05-38-44,config_2,4,2,0.8,2,5,0.9,100,1,10,0.2,50,22,16,22,22,22,37.35402933294379,99
run_2025-08-23_05-38-44,config_2,5,2,0.8,2,5,0.9,100,1,10,0.2,50,30,9,30,30,30,37.35402933294375,99
run_2025-08-23_05-38-44,config_3,1,3,0.7,2,5,0.9,100,1,10,0.2,50,21,8,21,21,21,37.35402933294379,99
run_2025-08-23_05-38-44,config_3,2,3,0.7,2,5,0.9,100,1,10,0.2,50,21,10,21,21,21,37.35402933294379,99
run_2025-08-23_05-38-44,config_3,3,3,0.7,2,5,0.9,100,1,10,0.2,50,21,7,21,21,8,38.62046726902089,99
run_2025-08-23_05-38-44,config_3,4,3,0.7,2,5,0.9,100,1,10,0.2,50,16,11,16,16,16,37.38888331705508,99
run_2025-08-23_05-38-44,config_3,5,3,0.7,2,5,0.9,100,1,10,0.2,50,3,19,3,3,3,37.35402933294375,99
run_2025-08-23_05-38-44,config_4,1,4,0.6,2,5,0.9,100,1,10,0.2,50,26,10,26,26,10,38.53470219412254,99
run_2025-08-23_05-38-44,config_4,2,4,0.6,2,5,0.9,100,1,10,0.2,50,25,2,25,25,27,37.35402933294379,99
run_2025-08-23_05-38-44,config_4,3,4,0.6,2,5,0.9,100,1,10,0.2,50,4,18,4,4,4,37.35402933294375,99
run_2025-08-23_05-38-44,config_4,4,4,0.6,2,5,0.9,100,1,10,0.2,50,31,10,31,31,31,37.35402933294375,99
run_2025-08-23_05-38-44,config_4,5,4,0.6,2,5,0.9,100,1,10,0.2,50,20,0,20,20,20,37.35402933294379,99
run_2025-08-23_07-20-51,config_1,1,1,0.9,2,5,0.9,100,1,10,0.2,50,29,1,29,29,29,37.35402933294375,99
run_2025-08-23_07-20-51,config_1,2,1,0.9,2,5,0.9,100,1,10,0.2,50,25,20,20,20,25,50.19952857273991,99
run_2025-08-23_07-20-51,config_1,3,1,0.9,2,5,0.9,100,1,10,0.2,50,18,11,18,18,18,37.38888331705508,99
run_2025-08-23_07-20-51,config_1,4,1,0.9,2,5,0.9,100,1,10,0.2,50,4,11,4,4,6,37.35402933294379,99
run_2025-08-23_07-20-51,config_1,5,1,0.9,2,5,0.9,100,1,10,0.2,50,2,15,2,2,2,37.35402933294375,99
run_2025-08-23_07-20-51,config_2,1,2,0.8,2,5,0.9,100,1,10,0.2,50,21,27,21,21,28,38.75282632407595,99
run_2025-08-23_07-20-51,config_2,2,2,0.8,2,5,0.9,100,1,10,0.2,50,12,23,12,12,12,37.35402933294375,99
run_2025-08-23_07-20-51,config_2,3,2,0.8,2,5,0.9,100,1,10,0.2,50,9,15,9,9,11,37.35402933294375,99
run_2025-08-23_07-20-51,config_2,4,2,0.8,2,5,0.9,100,1,10,0.2,50,29,15,29,29,29,37.35402933294375,99
run_2025-08-23_07-20-51,config_2,5,2,0.8,2,5,0.9,100,1,10,0.2,50,29,21,29,29,29,37.35402933294375,99
run_2025-08-23_07-20-51,config_3,1,3,0.7,2,5,0.9,100,1,10,0.2,50,3,11,3,3,3,37.35402933294375,99
run_2025-08-23_07-20-51,config_3,2,3,0.7,2,5,0.9,100,1,10,0.2,50,30,31,22,22,30,50.86900424344032,99
run_2025-08-23_07-20-51,config_3,3,3,0.7,2,5,0.9,100,1,10,0.2,50,29,1,29,29,31,37.35402933294379,99
run_2025-08-23_07-20-51,config_3,4,3,0.7,2,5,0.9,100,1,10,0.2,50,13,1,13,13,15,37.38888331705508,99
run_2025-08-23_07-20-51,config_3,5,3,0.7,2,5,0.9,100,1,10,0.2,50,7,2,7,7,9,37.45559271642127,99
run_2025-08-23_07-20-51,config_4,1,4,0.6,2,5,0.9,100,1,10,0.2,50,15,23,15,15,15,37.35402933294375,99
run_2025-08-23_07-20-51,config_4,2,4,0.6,2,5,0.9,100,1,10,0.2,50,17,23,17,17,17,37.35402933294375,99
run_2025-08-23_07-20-51,config_4,3,4,0.6,2,5,0.9,100,1,10,0.2,50,0,6,0,0,2,37.35402933294379,99
run_2025-08-23_07-20-51,config_4,4,4,0.6,2,5,0.9,100,1,10,0.2,50,25,7,25,25,25,37.35402933294379,99
run_2025-08-23_07-20-51,config_4,5,4,0.6,2,5,0.9,100,1,10,0.2,50,29,8,29,29,29,37.35402933294375,99
run_2025-08-23_09-02-29,config_1,1,1,0.9,2,5,0.9,100,1,10,0.2,50,13,20,13,13,15,37.35402933294375,99
run_2025-08-23_09-02-29,config_1,2,1,0.9,2,5,0.9,100,1,10,0.2,50,29,15,29,29,31,37.35402933294379,99
run_2025-08-23_09-02-29,config_1,3,1,0.9,2,5,0.9,100,1,10,0.2,50,24,19,24,24,20,38.51890388554344,99
run_2025-08-23_09-02-29,config_1,4,1,0.9,2,5,0.9,100,1,10,0.2,50,25,25,16,16,27,50.86900424344032,99
run_2025-08-23_09-02-29,config_1,5,1,0.9,2,5,0.9,100,1,10,0.2,50,9,15,9,9,9,37.35402933294375,99
run_2025-08-23_09-02-29,config_2,1,2,0.8,2,5,0.9,100,1,10,0.2,50,21,16,21,16,21,49.35200934137261,99
run_2025-08-23_09-02-29,config_2,2,2,0.8,2,5,0.9,100,1,10,0.2,50,3,9,3,3,5,37.35402933294379,99
run_2025-08-23_09-02-29,config_2,3,2,0.8,2,5,0.9,100,1,10,0.2,50,7,18,7,7,9,37.35402933294379,99
run_2025-08-23_09-02-29,config_2,4,2,0.8,2,5,0.9,100,1,10,0.2,50,21,0,21,21,23,37.35402933294375,99
run_2025-08-23_09-02-29,config_2,5,2,0.8,2,5,0.9,100,1,10,0.2,50,11,21,11,11,11,37.35402933294375,99
run_2025-08-23_09-02-29,config_3,1,3,0.7,2,5,0.9,100,1,10,0.2,50,20,11,20,20,22,37.35402933294375,99
run_2025-08-23_09-02-29,config_3,2,3,0.7,2,5,0.9,100,1,10,0.2,50,27,5,27,27,29,37.35402933294379,99
run_2025-08-23_09-02-29,config_3,3,3,0.7,2,5,0.9,100,1,10,0.2,50,29,20,29,29,29,37.35402933294375,99
run_2025-08-23_09-02-29,config_3,4,3,0.7,2,5,0.9,100,1,10,0.2,50,2,2,17,17,4,50.86900424344032,99
run_2025-08-23_09-02-29,config_3,5,3,0.7,2,5,0.9,100,1,10,0.2,50,26,27,12,12,26,50.86900424344032,99
run_2025-08-23_09-02-29,config_4,1,4,0.6,2,5,0.9,100,1,10,0.2,50,23,6,23,23,25,37.35402933294375,99
run_2025-08-23_09-02-29,config_4,2,4,0.6,2,5,0.9,100,1,10,0.2,50,22,3,22,22,24,37.35402933294375,99
run_2025-08-23_09-02-29,config_4,3,4,0.6,2,5,0.9,100,1,10,0.2,50,26,26,17,17,27,50.86900424344039,99
run_2025-08-23_09-02-29,config_4,4,4,0.6,2,5,0.9,100,1,10,0.2,50,14,21,14,14,14,37.35402933294375,99
run_2025-08-23_09-02-29,config_4,5,4,0.6,2,5,0.9,100,1,10,0.2,50,16,23,16,16,18,37.35402933294375,99
run_2025-08-23_10-44-13,config_1,1,1,0.9,2,5,0.9,100,1,10,0.2,50,8,20,8,8,8,37.35402933294375,99
run_2025-08-23_10-44-13,config_1,2,1,0.9,2,5,0.9,100,1,10,0.2,50,25,25,15,15,27,50.86900424344032,99
run_2025-08-23_10-44-13,config_1,3,1,0.9,2,5,0.9,100,1,10,0.2,50,11,17,11,11,11,37.35402933294375,99
run_2025-08-23_10-44-13,config_1,4,1,0.9,2,5,0.9,100,1,10,0.2,50,22,22,14,14,24,50.86900424344025,99
run_2025-08-23_10-44-13,config_1,5,1,0.9,2,5,0.9,100,1,10,0.2,50,14,22,14,14,16,37.35402933294375,99
run_2025-08-23_10-44-13,config_2,1,2,0.8,2,5,0.9,100,1,10,0.2,50,22,16,22,22,24,37.35402933294375,99
run_2025-08-23_10-44-13,config_2,2,2,0.8,2,5,0.9,100,1,10,0.2,50,30,23,30,30,30,37.35402933294375,99
run_2025-08-23_10-44-13,config_2,3,2,0.8,2,5,0.9,100,1,10,0.2,50,2,16,2,2,2,37.35402933294375,99
run_2025-08-23_11-29-23,config_1,1,1,0.1,2,5,0.9,20,1,10,0.2,50,21,22,2,2,21,50.86900424344032,19
run_2025-08-23_11-29-23,config_1,2,1,0.1,2,5,0.9,20,1,10,0.2,50,24,5,24,24,26,37.35402933294379,19
run_2025-08-23_11-29-23,config_1,3,1,0.1,2,5,0.9,20,1,10,0.2,50,19,6,5,5,19,52.85743859071761,19
run_2025-08-23_11-29-23,config_1,4,1,0.1,2,5,0.9,20,1,10,0.2,50,22,10,22,15,11,60.74206744247158,19
run_2025-08-23_11-29-23,config_1,5,1,0.1,2,5,0.9,20,1,10,0.2,50,21,13,13,21,13,53.98872875105265,19
run_2025-08-23_11-29-23,config_1,6,1,0.1,2,5,0.9,20,1,10,0.2,50,25,24,23,23,25,57.85630508985432,19
run_2025-08-23_11-29-23,config_1,7,1,0.1,2,5,0.9,20,1,10,0.2,50,23,24,24,23,26,61.20826915871443,19
run_2025-08-23_11-37-12,config_1,1,1,0.1,2,5,0.9,20,1,10,0.2,50,7,14,7,7,14,38.5347021941225,19
run_2025-08-23_11-37-12,config_1,2,1,0.1,2,5,0.9,20,1,10,0.2,50,22,4,3,3,24,52.65939263578401,19
run_2025-08-23_11-37-12,config_1,3,1,0.1,2,5,0.9,20,1,10,0.2,50,1,8,1,1,21,50.21944627396046,19
run_2025-08-23_11-37-12,config_1,4,1,0.1,2,5,0.9,20,1,10,0.2,50,24,6,24,18,18,66.35722546393214,19
run_2025-08-23_11-37-12,config_1,5,1,0.1,2,5,0.9,20,1,10,0.2,50,13,19,11,11,13,52.32343788272181,19
run_2025-08-23_11-37-12,config_1,6,1,0.1,2,5,0.9,20,1,10,0.2,50,27,21,27,27,22,38.51890388554344,19
run_2025-08-23_11-37-12,config_1,7,1,0.1,2,5,0.9,20,1,10,0.2,50,10,24,19,19,25,53.21513964411609,19
run_2025-08-23_11-45-49,config_1,1,1,0.1,2,5,0.9,20,1,10,0.2,50,23,15,23,23,23,37.35402933294379,19
run_2025-08-23_11-45-49,config_1,2,1,0.1,2,5,0.9,20,1,10,0.2,50,1,15,1,1,1,37.35402933294375,19
run_2025-08-23_11-45-49,config_1,3,1,0.1,2,5,0.9,20,1,10,0.2,50,16,23,28,16,30,58.01474553230288,19
run_2025-08-23_11-45-49,config_1,4,1,0.1,2,5,0.9,20,1,10,0.2,50,24,5,5,24,5,54.00310009485878,19
run_2025-08-23_11-45-49,config_1,5,1,0.1,2,5,0.9,20,1,10,0.2,50,10,10,18,18,10,50.86900424344039,19
run_2025-08-23_11-45-49,config_1,6,1,0.1,2,5,0.9,20,1,10,0.2,50,22,1,22,22,24,37.35402933294375,19
run_2025-08-23_11-45-49,config_1,7,1,0.1,2,5,0.9,20,1,10,0.2,50,3,14,17,17,19,52.96385324617481,19
run_2025-08-23_11-54-33,config_1,1,1,0.1,2,5,0.9,20,1,10,0.2,50,29,2,1,1,1,52.33167472531788,19
run_2025-08-23_11-54-33,config_1,2,1,0.1,2,5,0.9,20,1,10,0.2,50,14,22,0,14,23,54.78609311515268,19
run_2025-08-23_11-54-33,config_1,3,1,0.1,2,5,0.9,20,1,10,0.2,50,31,15,18,18,20,52.76580729124121,19
run_2025-08-23_11-54-33,config_1,4,1,0.1,2,5,0.9,20,1,10,0.2,50,6,8,15,15,8,52.25788756049543,19
run_2025-08-23_11-54-33,config_1,5,1,0.1,2,5,0.9,20,1,10,0.2,50,7,15,7,7,7,37.35402933294375,19
run_2025-08-23_11-54-33,config_1,6,1,0.1,2,5,0.9,20,1,10,0.2,50,13,8,22,11,13,66.96510437081304,19
run_2025-08-23_11-54-33,config_1,7,1,0.1,2,5,0.9,20,1,10,0.2,50,27,27,6,27,6,54.66512160350405,19
run_2025-08-23_12-03-04,config_1,1,1,0.1,2,5,0.9,20,1,10,0.2,50,21,17,29,29,17,52.32506612835834,19
run_2025-08-23_12-03-04,config_1,2,1,0.1,2,5,0.9,20,1,10,0.2,50,15,15,24,24,15,51.16019157575862,19
run_2025-08-23_12-03-04,config_1,3,1,0.1,2,5,0.9,20,1,10,0.2,50,22,4,14,22,22,53.74700036815332,19
run_2025-08-23_12-03-04,config_1,4,1,0.1,2,5,0.9,20,1,10,0.2,50,12,20,12,12,14,37.35402933294375,19
run_2025-08-23_12-03-04,config_1,5,1,0.1,2,5,0.9,20,1,10,0.2,50,16,17,11,11,18,50.26908103706343,19
run_2025-08-23_12-03-04,config_1,6,1,0.1,2,5,0.9,20,1,10,0.2,50,0,1,21,0,1,51.90529650881619,19
run_2025-08-23_12-03-04,config_1,7,1,0.1,2,5,0.9,20,1,10,0.2,50,2,8,7,7,2,50.19952857273995,19
run_2025-08-23_12-11-26,config_1,1,1,0.1,2,5,0.9,20,1,10,0.2,50,28,16,28,22,16,60.87854993855402,19
run_2025-08-23_12-11-26,config_1,2,1,0.1,2,5,0.9,20,1,10,0.2,50,23,17,23,23,17,38.5189038855434,19
run_2025-08-23_12-11-26,config_1,3,1,0.1,2,5,0.9,20,1,10,0.2,50,2,27,9,9,27,53.62183056751637,19
run_2025-08-23_12-11-26,config_1,4,1,0.1,2,5,0.9,20,1,10,0.2,50,15,15,7,15,15,52.26718922960898,19
run_2025-08-23_12-11-26,config_1,5,1,0.1,2,5,0.9,20,1,10,0.2,50,25,16,25,25,25,37.35402933294379,19
run_2025-08-23_12-11-26,config_1,6,1,0.1,2,5,0.9,20,1,10,0.2,50,23,22,4,4,23,52.22303357638409,19
run_2025-08-23_12-11-26,config_1,7,1,0.1,2,5,0.9,20,1,10,0.2,50,27,5,27,5,29,59.52452060561028,19
run_2025-08-23_12-19-17,config_1,1,1,0.1,2,5,0.9,20,1,10,0.2,50,12,11,12,12,12,47.44036873897129,19
run_2025-08-23_12-19-17,config_1,2,1,0.1,2,5,0.9,20,1,10,0.2,50,21,6,21,21,17,50.25430025807175,19
