,pasta_run,configuracao,execucao,config_num,param_CROSSOVER,param_DELTA_MIN,param_IND_SIZE,param_MUTACAO,param_NUM_GENERATIONS,param_NUM_VAR_DIFERENTES,param_POP_SIZE,param_PORCENTAGEM,param_RCE_REPOPULATION_GENERATIONS,best_var_1,best_var_10,best_var_2,best_var_3,best_var_4,best_var_5,best_var_6,best_var_7,best_var_8,best_var_9,best_fitness,best_gen_idx,fitness_function
146,run_2025-08-29_15-22-28,config_1,2,1,0.9,2,10,0.5,20,1,10,0.2,50,28,28,28,25,4,29,20,4,25,24,89.87952977081328,18,function_IEEE_30
147,run_2025-08-29_15-22-28,config_1,3,1,0.9,2,10,0.5,20,1,10,0.2,50,22,31,2,18,8,8,31,22,2,2,80.68961751417656,14,function_IEEE_30
148,run_2025-08-29_15-22-28,config_1,4,1,0.9,2,10,0.5,20,1,10,0.2,50,20,14,1,20,7,9,31,13,1,15,81.11048398111619,17,function_IEEE_30
149,run_2025-08-29_15-22-28,config_1,5,1,0.9,2,10,0.5,20,1,10,0.2,50,3,27,16,3,3,22,16,27,3,8,71.34994177819186,19,function_IEEE_30
150,run_2025-08-29_15-22-28,config_1,6,1,0.9,2,10,0.5,20,1,10,0.2,50,13,18,25,12,12,19,25,8,8,26,80.40397373810325,17,function_IEEE_30
151,run_2025-08-29_15-22-28,config_1,7,1,0.9,2,10,0.5,20,1,10,0.2,50,7,7,13,12,27,14,7,7,27,22,70.30942543578827,19,function_IEEE_30
152,run_2025-08-29_15-22-28,config_1,8,1,0.9,2,10,0.5,20,1,10,0.2,50,11,11,24,24,11,25,19,11,25,5,71.10660191434498,18,function_IEEE_30
153,run_2025-08-29_15-22-28,config_1,9,1,0.9,2,10,0.5,20,1,10,0.2,50,21,28,10,10,2,22,10,2,28,28,79.90178127964363,13,function_IEEE_30
154,run_2025-08-29_15-42-33,config_1,1,1,0.9,2,10,0.5,20,1,10,0.2,50,27,10,5,29,29,16,15,21,10,29,80.30494722259486,13,function_IEEE_30
155,run_2025-08-29_15-42-33,config_1,2,1,0.9,2,10,0.5,20,1,10,0.2,50,6,0,3,0,0,8,14,5,0,14,80.70044621807986,15,function_IEEE_30
156,run_2025-08-29_15-42-33,config_1,3,1,0.9,2,10,0.5,20,1,10,0.2,50,6,9,9,6,6,0,12,17,4,13,81.62597023710038,17,function_IEEE_30
157,run_2025-08-29_15-42-33,config_1,4,1,0.9,2,10,0.5,20,1,10,0.2,50,10,23,31,10,10,12,18,12,10,5,81.69389017988638,19,function_IEEE_30
158,run_2025-08-29_15-42-33,config_1,5,1,0.9,2,10,0.5,20,1,10,0.2,50,13,3,14,28,28,3,3,20,4,4,82.57435723404583,8,function_IEEE_30
159,run_2025-08-29_15-42-33,config_1,6,1,0.9,2,10,0.5,20,1,10,0.2,50,1,9,22,9,9,9,22,1,27,16,73.89686564372616,18,function_IEEE_30
160,run_2025-08-29_15-42-33,config_1,7,1,0.9,2,10,0.5,20,1,10,0.2,50,24,29,11,23,9,30,18,24,2,23,100.7472646202053,12,function_IEEE_30
161,run_2025-08-29_15-42-33,config_1,8,1,0.9,2,10,0.5,20,1,10,0.2,50,14,1,3,8,8,20,3,25,1,20,72.32486835524847,8,function_IEEE_30
162,run_2025-08-29_15-42-33,config_1,9,1,0.9,2,10,0.5,20,1,10,0.2,50,22,22,2,2,14,3,2,22,30,7,80.67645214337233,17,function_IEEE_30
177,run_2025-08-29_22-30-32,config_1,1,1,0.9,2,10,0.9,20,1,10,0.2,50,28,4,0,28,17,0,0,22,12,12,89.76015900060054,19,function_IEEE_30
178,run_2025-08-29_22-31-32,config_1,1,1,0.9,2,10,0.9,20,1,10,0.2,50,9,26,2,9,16,31,2,2,30,31,71.04033541158812,18,function_IEEE_30
179,run_2025-08-29_22-31-32,config_1,2,1,0.9,2,10,0.9,20,1,10,0.2,50,23,24,9,14,0,24,24,0,30,30,80.16733681652978,17,function_IEEE_30
180,run_2025-08-29_22-31-32,config_1,3,1,0.9,2,10,0.9,20,1,10,0.2,50,6,7,2,23,16,12,30,16,24,30,90.41670607044452,18,function_IEEE_30
181,run_2025-08-29_22-31-32,config_1,4,1,0.9,2,10,0.9,20,1,10,0.2,50,10,6,11,4,10,16,1,4,6,24,72.16578028226735,19,function_IEEE_30
182,run_2025-08-29_22-31-32,config_1,5,1,0.9,2,10,0.9,20,1,10,0.2,50,19,4,4,25,31,19,25,13,25,21,81.54271606382926,8,function_IEEE_30
183,run_2025-08-29_22-31-32,config_1,6,1,0.9,2,10,0.9,20,1,10,0.2,50,7,28,1,7,7,29,1,13,1,20,61.77644326508683,16,function_IEEE_30
184,run_2025-08-29_22-31-32,config_1,7,1,0.9,2,10,0.9,20,1,10,0.2,50,4,24,4,23,23,10,5,10,9,29,85.57578872894793,11,function_IEEE_30
185,run_2025-08-29_22-31-32,config_2,1,2,0.9,2,10,0.8,20,1,10,0.2,50,22,29,1,15,7,17,1,23,29,2,90.29362360009027,17,function_IEEE_30
186,run_2025-08-29_22-31-32,config_2,2,2,0.9,2,10,0.8,20,1,10,0.2,50,31,31,31,3,3,20,18,3,31,11,70.18824480255118,18,function_IEEE_30
187,run_2025-08-29_22-31-32,config_2,3,2,0.9,2,10,0.8,20,1,10,0.2,50,0,13,13,28,0,8,21,28,7,8,61.25866289953512,7,function_IEEE_30
188,run_2025-08-29_22-31-32,config_2,4,2,0.9,2,10,0.8,20,1,10,0.2,50,0,30,0,10,29,17,22,29,30,17,70.78867289162237,15,function_IEEE_30
189,run_2025-08-29_22-31-32,config_2,5,2,0.9,2,10,0.8,20,1,10,0.2,50,24,29,24,30,17,30,25,30,24,25,62.69291211683719,15,function_IEEE_30
190,run_2025-08-29_22-31-32,config_2,6,2,0.9,2,10,0.8,20,1,10,0.2,50,18,0,26,18,31,5,26,18,13,25,81.09231610956533,18,function_IEEE_30
191,run_2025-08-29_22-31-32,config_2,7,2,0.9,2,10,0.8,20,1,10,0.2,50,25,13,20,11,25,13,13,25,26,18,79.83020313818875,16,function_IEEE_30
192,run_2025-08-29_22-31-32,config_3,1,3,0.9,2,10,0.1,20,1,10,0.2,50,17,31,25,7,19,31,31,31,25,23,89.74507382096436,19,function_IEEE_30
193,run_2025-08-29_22-31-32,config_3,2,3,0.9,2,10,0.1,20,1,10,0.2,50,12,10,9,4,4,25,19,12,9,14,86.68665621987898,12,function_IEEE_30
194,run_2025-08-29_22-31-32,config_3,3,3,0.9,2,10,0.1,20,1,10,0.2,50,12,13,13,14,21,14,13,28,0,13,79.59211533644131,13,function_IEEE_30
195,run_2025-08-29_22-31-32,config_3,4,3,0.9,2,10,0.1,20,1,10,0.2,50,27,28,17,21,23,3,17,22,7,3,94.41712425643333,16,function_IEEE_30
196,run_2025-08-29_22-31-32,config_3,5,3,0.9,2,10,0.1,20,1,10,0.2,50,13,3,3,29,10,20,8,10,29,4,93.73331862106501,11,function_IEEE_30
197,run_2025-08-29_22-31-32,config_3,6,3,0.9,2,10,0.1,20,1,10,0.2,50,16,6,30,18,12,19,30,24,6,22,100.0688941114055,19,function_IEEE_30
198,run_2025-08-29_22-31-32,config_3,7,3,0.9,2,10,0.1,20,1,10,0.2,50,13,14,13,0,4,14,27,18,27,2,91.97830253647437,14,function_IEEE_30
199,run_2025-08-29_22-31-32,config_4,1,4,0.9,2,10,0.2,20,1,10,0.2,50,27,1,10,27,25,14,14,8,1,21,100.6285276379097,8,function_IEEE_30
200,run_2025-08-29_22-31-32,config_4,2,4,0.9,2,10,0.2,20,1,10,0.2,50,12,6,1,12,6,17,23,11,2,14,100.6585299615067,6,function_IEEE_30
201,run_2025-08-29_22-31-32,config_4,3,4,0.9,2,10,0.2,20,1,10,0.2,50,0,25,24,0,8,26,20,28,29,20,90.96292666878124,15,function_IEEE_30
202,run_2025-08-29_22-31-32,config_4,4,4,0.9,2,10,0.2,20,1,10,0.2,50,13,2,26,25,31,24,28,13,2,24,82.66191658722859,11,function_IEEE_30
203,run_2025-08-29_22-31-32,config_4,5,4,0.9,2,10,0.2,20,1,10,0.2,50,15,10,14,10,27,16,22,27,3,15,89.97297315257818,15,function_IEEE_30
204,run_2025-08-29_22-31-32,config_4,6,4,0.9,2,10,0.2,20,1,10,0.2,50,27,27,22,13,24,15,30,27,1,20,99.76855734105945,17,function_IEEE_30
205,run_2025-08-29_22-31-32,config_4,7,4,0.9,2,10,0.2,20,1,10,0.2,50,13,1,1,30,21,31,30,13,31,7,71.82976225648677,11,function_IEEE_30
482,run_2025-08-31_15-58-02,config_2,1,2,0.9,2,5,0.8,20,1,10,0.2,50,20,,27,13,20,3,,,,,58.68755728818169,18,function_IEEE_14
483,run_2025-08-31_15-58-02,config_2,2,2,0.9,2,5,0.8,20,1,10,0.2,50,16,,29,16,6,24,,,,,52.4573094373051,13,function_IEEE_14
484,run_2025-08-31_15-58-02,config_2,3,2,0.9,2,5,0.8,20,1,10,0.2,50,31,,0,10,31,1,,,,,50.98397950809326,16,function_IEEE_14
485,run_2025-08-31_15-58-02,config_2,4,2,0.9,2,5,0.8,20,1,10,0.2,50,22,,12,22,31,18,,,,,50.57577825945873,9,function_IEEE_14
486,run_2025-08-31_15-58-02,config_2,5,2,0.9,2,5,0.8,20,1,10,0.2,50,11,,25,11,30,20,,,,,50.5757782594587,3,function_IEEE_14
487,run_2025-08-31_15-58-02,config_2,6,2,0.9,2,5,0.8,20,1,10,0.2,50,8,,31,2,2,21,,,,,52.51270044949989,2,function_IEEE_14
488,run_2025-08-31_15-58-02,config_2,7,2,0.9,2,5,0.8,20,1,10,0.2,50,6,,16,6,6,0,,,,,42.41186250080916,16,function_IEEE_14
489,run_2025-08-31_15-58-02,config_3,1,3,0.9,2,5,0.1,20,1,10,0.2,50,24,,9,9,24,9,,,,,51.75036884886001,10,function_IEEE_14
490,run_2025-08-31_15-58-02,config_3,2,3,0.9,2,5,0.1,20,1,10,0.2,50,10,,12,10,3,12,,,,,53.08322460474876,15,function_IEEE_14
491,run_2025-08-31_15-58-02,config_3,3,3,0.9,2,5,0.1,20,1,10,0.2,50,14,,22,7,29,22,,,,,64.01259582259942,1,function_IEEE_14
492,run_2025-08-31_15-58-02,config_3,4,3,0.9,2,5,0.1,20,1,10,0.2,50,24,,0,24,30,8,,,,,52.40268210446767,-1,function_IEEE_14
493,run_2025-08-31_15-58-02,config_3,5,3,0.9,2,5,0.1,20,1,10,0.2,50,0,,30,11,11,17,,,,,53.63218834744382,-1,function_IEEE_14
494,run_2025-08-31_15-58-02,config_3,6,3,0.9,2,5,0.1,20,1,10,0.2,50,11,,0,20,11,31,,,,,59.03797325202582,-1,function_IEEE_14
495,run_2025-08-31_15-58-02,config_3,7,3,0.9,2,5,0.1,20,1,10,0.2,50,9,,23,30,30,4,,,,,53.31155147821902,18,function_IEEE_14
496,run_2025-08-31_15-58-02,config_4,1,4,0.9,2,5,0.05,20,1,10,0.2,50,21,,2,21,12,23,,,,,57.15825098945236,11,function_IEEE_14
497,run_2025-08-31_15-58-02,config_4,2,4,0.9,2,5,0.05,20,1,10,0.2,50,23,,30,12,12,18,,,,,53.6321883474438,11,function_IEEE_14
498,run_2025-08-31_15-58-02,config_4,3,4,0.9,2,5,0.05,20,1,10,0.2,50,28,,10,18,28,17,,,,,63.7841678053763,10,function_IEEE_14
499,run_2025-08-31_15-58-02,config_4,4,4,0.9,2,5,0.05,20,1,10,0.2,50,15,,31,25,25,17,,,,,52.51270044950005,17,function_IEEE_14
500,run_2025-08-31_16-04-07,config_1,1,1,0.9,2,5,0.9,20,1,10,0.2,50,18,,7,18,18,8,,,,,49.48402432438627,5,function_IEEE_14
501,run_2025-08-31_16-04-07,config_1,2,1,0.9,2,5,0.9,20,1,10,0.2,50,21,,16,4,4,17,,,,,53.63218834744394,15,function_IEEE_14
502,run_2025-08-31_16-04-07,config_1,3,1,0.9,2,5,0.9,20,1,10,0.2,50,2,,31,2,2,8,,,,,40.49047096288854,15,function_IEEE_14
503,run_2025-08-31_16-04-07,config_1,4,1,0.9,2,5,0.9,20,1,10,0.2,50,23,,9,23,30,18,,,,,50.57577825945867,6,function_IEEE_14
504,run_2025-08-31_16-04-07,config_1,5,1,0.9,2,5,0.9,20,1,10,0.2,50,3,,4,26,26,11,,,,,52.66540773051619,13,function_IEEE_14
505,run_2025-08-31_16-04-07,config_1,6,1,0.9,2,5,0.9,20,1,10,0.2,50,17,,24,0,17,12,,,,,59.93827917870161,6,function_IEEE_14
506,run_2025-08-31_16-04-07,config_1,7,1,0.9,2,5,0.9,20,1,10,0.2,50,30,,20,1,1,7,,,,,52.66540773051624,16,function_IEEE_14
507,run_2025-08-31_16-04-07,config_2,1,2,0.9,2,5,0.8,20,1,10,0.2,50,0,,6,0,0,17,,,,,40.49047096288859,14,function_IEEE_14
508,run_2025-08-31_16-04-07,config_2,2,2,0.9,2,5,0.8,20,1,10,0.2,50,23,,8,23,0,17,,,,,50.57577825945867,16,function_IEEE_14
509,run_2025-08-31_16-04-07,config_2,3,2,0.9,2,5,0.8,20,1,10,0.2,50,0,,6,0,0,12,,,,,40.49047096288859,5,function_IEEE_14
510,run_2025-08-31_16-04-07,config_2,4,2,0.9,2,5,0.8,20,1,10,0.2,50,22,,7,22,1,8,,,,,50.57577825945859,15,function_IEEE_14
511,run_2025-08-31_16-04-07,config_2,5,2,0.9,2,5,0.8,20,1,10,0.2,50,28,,22,28,28,22,,,,,40.49047096288852,16,function_IEEE_14
512,run_2025-08-31_16-04-07,config_2,6,2,0.9,2,5,0.8,20,1,10,0.2,50,20,,2,20,28,9,,,,,50.57577825945862,15,function_IEEE_14
513,run_2025-08-31_16-04-07,config_2,7,2,0.9,2,5,0.8,20,1,10,0.2,50,11,,26,11,11,7,,,,,49.58388510895465,18,function_IEEE_14
514,run_2025-08-31_16-04-07,config_3,1,3,0.9,2,5,0.1,20,1,10,0.2,50,5,,25,13,5,21,,,,,51.91881934876969,2,function_IEEE_14
515,run_2025-08-31_16-04-07,config_3,2,3,0.9,2,5,0.1,20,1,10,0.2,50,13,,31,19,13,25,,,,,52.71767037748878,13,function_IEEE_14
516,run_2025-08-31_16-04-07,config_3,3,3,0.9,2,5,0.1,20,1,10,0.2,50,1,,7,25,25,17,,,,,52.6654077305162,1,function_IEEE_14
517,run_2025-08-31_16-04-07,config_3,4,3,0.9,2,5,0.1,20,1,10,0.2,50,5,,26,22,31,22,,,,,63.91660423326631,19,function_IEEE_14
518,run_2025-08-31_16-04-07,config_3,5,3,0.9,2,5,0.1,20,1,10,0.2,50,4,,22,29,4,11,,,,,53.89148964378273,10,function_IEEE_14
519,run_2025-08-31_16-04-07,config_3,6,3,0.9,2,5,0.1,20,1,10,0.2,50,16,,3,3,16,3,,,,,62.07743894704315,19,function_IEEE_14
520,run_2025-08-31_16-04-07,config_3,7,3,0.9,2,5,0.1,20,1,10,0.2,50,1,,21,20,1,17,,,,,52.42507894127207,11,function_IEEE_14
521,run_2025-08-31_16-04-07,config_4,1,4,0.9,2,5,0.05,20,1,10,0.2,50,31,,13,18,25,2,,,,,63.36301627797087,15,function_IEEE_14
522,run_2025-08-31_16-04-07,config_4,2,4,0.9,2,5,0.05,20,1,10,0.2,50,6,,13,6,6,21,,,,,41.61301147209024,11,function_IEEE_14
523,run_2025-08-31_16-04-07,config_4,3,4,0.9,2,5,0.05,20,1,10,0.2,50,20,,8,13,28,20,,,,,62.91458121309608,13,function_IEEE_14
524,run_2025-08-31_16-04-07,config_4,4,4,0.9,2,5,0.05,20,1,10,0.2,50,31,,13,2,25,20,,,,,64.16530310361573,10,function_IEEE_14
525,run_2025-08-31_16-04-07,config_4,5,4,0.9,2,5,0.05,20,1,10,0.2,50,19,,27,19,2,20,,,,,65.4933345011864,19,function_IEEE_14
526,run_2025-08-31_16-04-07,config_4,6,4,0.9,2,5,0.05,20,1,10,0.2,50,20,,3,27,27,22,,,,,52.51270044950001,19,function_IEEE_14
527,run_2025-08-31_16-04-07,config_4,7,4,0.9,2,5,0.05,20,1,10,0.2,50,15,,16,5,5,22,,,,,53.63218834744401,10,function_IEEE_14
528,run_2025-08-31_16-34-49,config_1,1,1,0.9,2,5,0.9,20,1,10,0.2,50,30,,24,8,30,25,,,,,51.09995226767175,12,function_IEEE_14
529,run_2025-08-31_16-34-49,config_1,2,1,0.9,2,5,0.9,20,1,10,0.2,50,4,,14,4,4,21,,,,,41.61301147209024,13,function_IEEE_14
530,run_2025-08-31_16-34-49,config_1,3,1,0.9,2,5,0.9,20,1,10,0.2,50,24,,2,24,30,13,,,,,52.40268210446764,8,function_IEEE_14
531,run_2025-08-31_16-34-49,config_1,4,1,0.9,2,5,0.9,20,1,10,0.2,50,27,,13,27,27,14,,,,,40.49047096288857,14,function_IEEE_14
532,run_2025-08-31_16-34-49,config_1,5,1,0.9,2,5,0.9,20,1,10,0.2,50,12,,13,16,31,18,,,,,62.56780601186745,4,function_IEEE_14
533,run_2025-08-31_16-34-49,config_1,6,1,0.9,2,5,0.9,20,1,10,0.2,50,14,,7,14,0,22,,,,,50.57577825945867,18,function_IEEE_14
534,run_2025-08-31_16-34-49,config_1,7,1,0.9,2,5,0.9,20,1,10,0.2,50,4,,28,4,4,14,,,,,41.61301147209014,7,function_IEEE_14
535,run_2025-08-31_16-34-49,config_2,1,2,0.9,2,5,0.8,20,1,10,0.2,50,18,,9,18,0,10,,,,,50.92435253976517,11,function_IEEE_14
536,run_2025-08-31_16-34-49,config_2,2,2,0.9,2,5,0.8,20,1,10,0.2,50,21,,2,21,21,2,,,,,49.59999708396484,19,function_IEEE_14
537,run_2025-08-31_16-34-49,config_2,3,2,0.9,2,5,0.8,20,1,10,0.2,50,9,,10,9,30,18,,,,,51.65197017531489,12,function_IEEE_14
538,run_2025-08-31_16-34-49,config_2,4,2,0.9,2,5,0.8,20,1,10,0.2,50,26,,0,8,26,20,,,,,50.63540522778678,14,function_IEEE_14
539,run_2025-08-31_16-34-49,config_2,5,2,0.9,2,5,0.8,20,1,10,0.2,50,1,,29,17,17,23,,,,,60.64886384813624,2,function_IEEE_14
540,run_2025-08-31_16-34-49,config_2,6,2,0.9,2,5,0.8,20,1,10,0.2,50,25,,18,18,25,18,,,,,50.63540522778679,14,function_IEEE_14
541,run_2025-08-31_16-34-49,config_2,7,2,0.9,2,5,0.8,20,1,10,0.2,50,1,,9,1,1,19,,,,,40.49047096288859,19,function_IEEE_14
542,run_2025-08-31_16-34-49,config_3,1,3,0.9,2,5,0.1,20,1,10,0.2,50,31,,13,7,31,23,,,,,51.88612711830656,9,function_IEEE_14
543,run_2025-08-31_16-34-49,config_3,2,3,0.9,2,5,0.1,20,1,10,0.2,50,23,,7,0,0,17,,,,,52.51270044949986,12,function_IEEE_14
544,run_2025-08-31_16-34-49,config_3,3,3,0.9,2,5,0.1,20,1,10,0.2,50,26,,3,15,26,11,,,,,51.08384029266171,10,function_IEEE_14
545,run_2025-08-31_16-34-49,config_3,4,3,0.9,2,5,0.1,20,1,10,0.2,50,26,,19,18,26,13,,,,,51.08384029266173,12,function_IEEE_14
546,run_2025-08-31_16-34-49,config_3,5,3,0.9,2,5,0.1,20,1,10,0.2,50,20,,8,20,31,16,,,,,50.57577825945867,12,function_IEEE_14
547,run_2025-08-31_16-34-49,config_3,6,3,0.9,2,5,0.1,20,1,10,0.2,50,20,,9,14,0,10,,,,,63.11044821238615,17,function_IEEE_14
548,run_2025-08-31_16-34-49,config_3,7,3,0.9,2,5,0.1,20,1,10,0.2,50,21,,22,21,25,27,,,,,55.82944423995509,19,function_IEEE_14
549,run_2025-08-31_16-34-49,config_4,1,4,0.9,2,5,0.05,20,1,10,0.2,50,1,,30,18,1,14,,,,,52.36725441364458,11,function_IEEE_14
550,run_2025-08-31_16-34-49,config_4,2,4,0.9,2,5,0.05,20,1,10,0.2,50,13,,7,31,31,1,,,,,53.31155147821895,10,function_IEEE_14
551,run_2025-08-31_16-34-49,config_4,3,4,0.9,2,5,0.05,20,1,10,0.2,50,27,,27,11,0,17,,,,,65.09527597172693,10,function_IEEE_14
552,run_2025-08-31_16-34-49,config_4,4,4,0.9,2,5,0.05,20,1,10,0.2,50,25,,7,17,25,13,,,,,51.08384029266171,1,function_IEEE_14
553,run_2025-08-31_16-34-49,config_4,5,4,0.9,2,5,0.05,20,1,10,0.2,50,21,,4,1,1,17,,,,,68.30238192444251,19,function_IEEE_14
554,run_2025-08-31_16-34-49,config_4,6,4,0.9,2,5,0.05,20,1,10,0.2,50,21,,1,21,1,13,,,,,53.7321975345943,10,function_IEEE_14
555,run_2025-08-31_16-34-49,config_4,7,4,0.9,2,5,0.05,20,1,10,0.2,50,11,,27,17,11,13,,,,,56.25326824896688,0,function_IEEE_14
556,run_2025-08-31_17-05-38,config_1,1,1,0.9,2,5,0.9,20,1,10,0.2,50,0,,26,0,31,13,,,,,51.6519701753148,17,function_IEEE_14
557,run_2025-08-31_17-05-38,config_1,2,1,0.9,2,5,0.9,20,1,10,0.2,50,5,,11,5,28,21,,,,,51.65197017531489,13,function_IEEE_14
558,run_2025-08-31_17-05-38,config_1,3,1,0.9,2,5,0.9,20,1,10,0.2,50,8,,28,15,8,23,,,,,51.91881934876969,13,function_IEEE_14
559,run_2025-08-31_17-05-38,config_1,4,1,0.9,2,5,0.9,20,1,10,0.2,50,24,,14,24,24,19,,,,,40.49047096288859,13,function_IEEE_14
560,run_2025-08-31_17-05-38,config_1,5,1,0.9,2,5,0.9,20,1,10,0.2,50,17,,31,17,25,17,,,,,50.57577825945869,13,function_IEEE_14
561,run_2025-08-31_17-05-38,config_1,6,1,0.9,2,5,0.9,20,1,10,0.2,50,4,,31,4,4,11,,,,,41.61301147209014,16,function_IEEE_14
562,run_2025-08-31_17-05-38,config_1,7,1,0.9,2,5,0.9,20,1,10,0.2,50,6,,26,13,6,21,,,,,51.91881934876969,15,function_IEEE_14
563,run_2025-08-31_17-05-38,config_2,1,2,0.9,2,5,0.8,20,1,10,0.2,50,21,,7,1,1,8,,,,,52.5127004494998,12,function_IEEE_14
564,run_2025-08-31_17-05-38,config_2,2,2,0.9,2,5,0.8,20,1,10,0.2,50,8,,24,1,1,14,,,,,52.51270044949985,18,function_IEEE_14
565,run_2025-08-31_17-05-38,config_2,3,2,0.9,2,5,0.8,20,1,10,0.2,50,14,,2,14,27,23,,,,,50.57577825945867,11,function_IEEE_14
566,run_2025-08-31_17-05-38,config_2,4,2,0.9,2,5,0.8,20,1,10,0.2,50,26,,5,26,13,19,,,,,53.48536225359513,16,function_IEEE_14
567,run_2025-08-31_17-05-38,config_2,5,2,0.9,2,5,0.8,20,1,10,0.2,50,1,,23,1,1,8,,,,,40.49047096288864,16,function_IEEE_14
568,run_2025-08-31_17-05-38,config_2,6,2,0.9,2,5,0.8,20,1,10,0.2,50,9,,0,9,27,23,,,,,50.57577825945863,14,function_IEEE_14
569,run_2025-08-31_17-05-38,config_2,7,2,0.9,2,5,0.8,20,1,10,0.2,50,19,,25,19,7,15,,,,,52.10689347346101,11,function_IEEE_14
570,run_2025-08-31_17-05-38,config_3,1,3,0.9,2,5,0.1,20,1,10,0.2,50,6,,17,16,16,26,,,,,67.79923677340395,0,function_IEEE_14
571,run_2025-08-31_17-05-38,config_3,2,3,0.9,2,5,0.1,20,1,10,0.2,50,24,,31,10,24,1,,,,,51.08384029266166,12,function_IEEE_14
572,run_2025-08-31_17-05-38,config_3,3,3,0.9,2,5,0.1,20,1,10,0.2,50,0,,13,18,18,8,,,,,61.25000619402747,17,function_IEEE_14
573,run_2025-08-31_17-05-38,config_3,4,3,0.9,2,5,0.1,20,1,10,0.2,50,20,,24,7,0,20,,,,,62.76187393207987,7,function_IEEE_14
574,run_2025-08-31_17-05-38,config_3,5,3,0.9,2,5,0.1,20,1,10,0.2,50,10,,2,17,27,2,,,,,63.22642097196466,13,function_IEEE_14
575,run_2025-08-31_17-05-38,config_3,6,3,0.9,2,5,0.1,20,1,10,0.2,50,10,,17,1,1,17,,,,,53.632188347444,3,function_IEEE_14
576,run_2025-08-31_17-05-38,config_3,7,3,0.9,2,5,0.1,20,1,10,0.2,50,12,,31,12,29,5,,,,,65.0979524503417,19,function_IEEE_14
577,run_2025-08-31_17-05-38,config_4,1,4,0.9,2,5,0.05,20,1,10,0.2,50,12,,1,12,6,28,,,,,52.45730943730521,19,function_IEEE_14
578,run_2025-08-31_17-05-38,config_4,2,4,0.9,2,5,0.05,20,1,10,0.2,50,26,,12,18,18,13,,,,,61.15014540945909,19,function_IEEE_14
579,run_2025-08-31_17-05-38,config_4,3,4,0.9,2,5,0.05,20,1,10,0.2,50,13,,8,13,28,30,,,,,53.20440398238348,13,function_IEEE_14
580,run_2025-08-31_17-05-38,config_4,4,4,0.9,2,5,0.05,20,1,10,0.2,50,27,,27,19,2,9,,,,,63.21030899695464,9,function_IEEE_14
581,run_2025-08-31_17-05-38,config_4,5,4,0.9,2,5,0.05,20,1,10,0.2,50,4,,24,13,30,6,,,,,63.26315549340264,11,function_IEEE_14
582,run_2025-08-31_17-05-38,config_4,6,4,0.9,2,5,0.05,20,1,10,0.2,50,10,,20,10,20,29,,,,,62.0387314712771,19,function_IEEE_14
583,run_2025-08-31_17-05-38,config_4,7,4,0.9,2,5,0.05,20,1,10,0.2,50,0,,22,7,31,15,,,,,64.16530310361573,10,function_IEEE_14
584,run_2025-08-31_18-40-45,config_1,1,1,0.9,2,5,0.9,20,1,10,0.2,50,1,,28,1,1,7,,,,,40.49047096288854,6,function_IEEE_14
585,run_2025-08-31_18-40-45,config_1,2,1,0.9,2,5,0.9,20,1,10,0.2,50,12,,20,12,12,21,,,,,49.13545004407983,15,function_IEEE_14
586,run_2025-08-31_18-40-45,config_1,3,1,0.9,2,5,0.9,20,1,10,0.2,50,31,,1,31,31,7,,,,,40.49047096288854,15,function_IEEE_14
587,run_2025-08-31_18-40-45,config_1,4,1,0.9,2,5,0.9,20,1,10,0.2,50,22,,10,22,31,17,,,,,50.57577825945867,17,function_IEEE_14
588,run_2025-08-31_18-40-45,config_1,5,1,0.9,2,5,0.9,20,1,10,0.2,50,0,,21,30,30,21,,,,,52.51270044949981,9,function_IEEE_14
589,run_2025-08-31_18-40-45,config_1,6,1,0.9,2,5,0.9,20,1,10,0.2,50,11,,28,11,11,17,,,,,41.61301147209014,12,function_IEEE_14
590,run_2025-08-31_18-40-45,config_1,7,1,0.9,2,5,0.9,20,1,10,0.2,50,20,,16,26,26,16,,,,,52.51270044949987,15,function_IEEE_14
591,run_2025-08-31_18-40-45,config_2,1,2,0.9,2,5,0.8,20,1,10,0.2,50,7,,0,7,7,19,,,,,41.61301147209014,9,function_IEEE_14
592,run_2025-08-31_18-40-45,config_2,2,2,0.9,2,5,0.8,20,1,10,0.2,50,14,,31,14,5,31,,,,,52.12300544847117,10,function_IEEE_14
593,run_2025-08-31_18-40-45,config_2,3,2,0.9,2,5,0.8,20,1,10,0.2,50,26,,5,26,26,13,,,,,40.49047096288859,19,function_IEEE_14
594,run_2025-08-31_18-40-45,config_2,4,2,0.9,2,5,0.8,20,1,10,0.2,50,4,,12,25,4,19,,,,,53.89148964378268,17,function_IEEE_14
595,run_2025-08-31_18-40-45,config_2,5,2,0.9,2,5,0.8,20,1,10,0.2,50,1,,11,1,1,22,,,,,41.61301147209024,16,function_IEEE_14
596,run_2025-08-31_18-40-45,config_2,6,2,0.9,2,5,0.8,20,1,10,0.2,50,4,,20,4,4,21,,,,,49.13545004407983,18,function_IEEE_14
597,run_2025-08-31_18-40-45,config_2,7,2,0.9,2,5,0.8,20,1,10,0.2,50,8,,3,24,24,16,,,,,52.51270044949985,19,function_IEEE_14
598,run_2025-08-31_18-40-45,config_3,1,3,0.9,2,5,0.1,20,1,10,0.2,50,9,,21,9,31,0,,,,,51.3746292881778,19,function_IEEE_14
