,pasta_run,configuracao,execucao,config_num,param_CROSSOVER,param_DELTA_MIN,param_IND_SIZE,param_MUTACAO,param_NUM_GENERATIONS,param_NUM_VAR_DIFERENTES,param_POP_SIZE,param_PORCENTAGEM,param_RCE_REPOPULATION_GENERATIONS,best_var_10,best_var_1,best_var_2,best_var_3,best_var_4,best_var_5,best_var_6,best_var_7,best_var_8,best_var_9,best_fitness,best_gen_idx,fitness_function
71,run_2025-08-29_09-31-38,config_4,2,4,0.9,2,10,0.5,20,1,10,0.2,50,25,24,25,13,2,31,8,2,25,20,70.72014930294843,17,function_IEEE_30
174,run_2025-08-29_22-31-32,config_2,4,2,0.9,2,10,0.8,20,1,10,0.2,50,30,0,0,10,29,17,22,29,30,17,70.78867289162237,15,function_IEEE_30
56,run_2025-08-29_09-31-38,config_2,1,2,0.9,2,10,0.5,20,1,10,0.2,50,18,31,18,31,24,30,13,24,8,30,71.03936704629072,15,function_IEEE_30
191,run_2025-08-29_22-31-32,config_4,7,4,0.9,2,10,0.2,20,1,10,0.2,50,1,13,1,30,21,31,30,13,31,7,71.82976225648677,11,function_IEEE_30
62,run_2025-08-29_09-31-38,config_2,7,2,0.9,2,10,0.5,20,1,10,0.2,50,22,27,10,31,31,27,1,10,10,27,72.34833197231806,13,function_IEEE_30
60,run_2025-08-29_09-31-38,config_2,5,2,0.9,2,10,0.5,20,1,10,0.2,50,16,15,10,10,26,26,10,26,6,26,76.10668818897702,18,function_IEEE_30
180,run_2025-08-29_22-31-32,config_3,3,3,0.9,2,10,0.1,20,1,10,0.2,50,13,12,13,14,21,14,13,28,0,13,79.59211533644131,13,function_IEEE_30
63,run_2025-08-29_09-31-38,config_3,1,3,0.9,2,10,0.5,20,1,10,0.2,50,26,7,26,7,20,8,8,26,31,15,79.6032091818544,2,function_IEEE_30
177,run_2025-08-29_22-31-32,config_2,7,2,0.9,2,10,0.8,20,1,10,0.2,50,13,25,20,11,25,13,13,25,26,18,79.83020313818875,16,function_IEEE_30
59,run_2025-08-29_09-31-38,config_2,4,2,0.9,2,10,0.5,20,1,10,0.2,50,9,26,17,17,27,18,9,26,2,18,80.10815500375237,8,function_IEEE_30
64,run_2025-08-29_09-31-38,config_3,2,3,0.9,2,10,0.5,20,1,10,0.2,50,9,10,7,3,3,12,9,14,26,16,80.6576796606395,12,function_IEEE_30
176,run_2025-08-29_22-31-32,config_2,6,2,0.9,2,10,0.8,20,1,10,0.2,50,0,18,26,18,31,5,26,18,13,25,81.09231610956533,18,function_IEEE_30
188,run_2025-08-29_22-31-32,config_4,4,4,0.9,2,10,0.2,20,1,10,0.2,50,2,13,26,25,31,24,28,13,2,24,82.66191658722859,11,function_IEEE_30
69,run_2025-08-29_09-31-38,config_3,7,3,0.9,2,10,0.5,20,1,10,0.2,50,21,13,20,14,28,21,2,19,2,21,82.94329206738793,16,function_IEEE_30
61,run_2025-08-29_09-31-38,config_2,6,2,0.9,2,10,0.5,20,1,10,0.2,50,30,29,28,7,1,7,28,19,30,7,83.95485074397826,13,function_IEEE_30
67,run_2025-08-29_09-31-38,config_3,5,3,0.9,2,10,0.5,20,1,10,0.2,50,22,1,21,1,28,22,22,12,29,3,85.92082288136916,7,function_IEEE_30
179,run_2025-08-29_22-31-32,config_3,2,3,0.9,2,10,0.1,20,1,10,0.2,50,10,12,9,4,4,25,19,12,9,14,86.68665621987898,12,function_IEEE_30
178,run_2025-08-29_22-31-32,config_3,1,3,0.9,2,10,0.1,20,1,10,0.2,50,31,17,25,7,19,31,31,31,25,23,89.74507382096436,19,function_IEEE_30
70,run_2025-08-29_09-31-38,config_4,1,4,0.9,2,10,0.5,20,1,10,0.2,50,14,8,28,20,8,29,28,7,1,7,89.95663958569145,15,function_IEEE_30
189,run_2025-08-29_22-31-32,config_4,5,4,0.9,2,10,0.2,20,1,10,0.2,50,10,15,14,10,27,16,22,27,3,15,89.97297315257818,15,function_IEEE_30
171,run_2025-08-29_22-31-32,config_2,1,2,0.9,2,10,0.8,20,1,10,0.2,50,29,22,1,15,7,17,1,23,29,2,90.29362360009029,17,function_IEEE_30
58,run_2025-08-29_09-31-38,config_2,3,2,0.9,2,10,0.5,20,1,10,0.2,50,8,25,8,31,8,21,25,2,30,27,90.61766048075884,12,function_IEEE_30
187,run_2025-08-29_22-31-32,config_4,3,4,0.9,2,10,0.2,20,1,10,0.2,50,25,0,24,0,8,26,20,28,29,20,90.96292666878124,15,function_IEEE_30
66,run_2025-08-29_09-31-38,config_3,4,3,0.9,2,10,0.5,20,1,10,0.2,50,30,11,30,11,17,6,9,4,9,6,91.2215597566585,14,function_IEEE_30
184,run_2025-08-29_22-31-32,config_3,7,3,0.9,2,10,0.1,20,1,10,0.2,50,14,13,13,0,4,14,27,18,27,2,91.97830253647436,14,function_IEEE_30
182,run_2025-08-29_22-31-32,config_3,5,3,0.9,2,10,0.1,20,1,10,0.2,50,3,13,3,29,10,20,8,10,29,4,93.733318621065,11,function_IEEE_30
65,run_2025-08-29_09-31-38,config_3,3,3,0.9,2,10,0.5,20,1,10,0.2,50,15,28,28,13,30,15,21,28,29,29,94.35191265863824,14,function_IEEE_30
181,run_2025-08-29_22-31-32,config_3,4,3,0.9,2,10,0.1,20,1,10,0.2,50,28,27,17,21,23,3,17,22,7,3,94.41712425643333,16,function_IEEE_30
190,run_2025-08-29_22-31-32,config_4,6,4,0.9,2,10,0.2,20,1,10,0.2,50,27,27,22,13,24,15,30,27,1,20,99.76855734105943,17,function_IEEE_30
183,run_2025-08-29_22-31-32,config_3,6,3,0.9,2,10,0.1,20,1,10,0.2,50,6,16,30,18,12,19,30,24,6,22,100.0688941114055,19,function_IEEE_30
185,run_2025-08-29_22-31-32,config_4,1,4,0.9,2,10,0.2,20,1,10,0.2,50,1,27,10,27,25,14,14,8,1,21,100.6285276379097,8,function_IEEE_30
186,run_2025-08-29_22-31-32,config_4,2,4,0.9,2,10,0.2,20,1,10,0.2,50,6,12,1,12,6,17,23,11,2,14,100.6585299615067,6,function_IEEE_30
68,run_2025-08-29_09-31-38,config_3,6,3,0.9,2,10,0.5,20,1,10,0.2,50,4,12,9,12,19,10,7,12,3,25,100.9821152014726,17,function_IEEE_30
